,msrp,year,canonical_mmty,model,local_zone,interior_color,aff_code,price,price_badge,trim,drivetrain,dealer_name,dealer_zip,mileage,make,bodystyle,cat,vin,canonical_mmt,fuel_type,stock_type,exterior_color,page_channel
545,54595,2024,Chevrolet:Blazer EV:RS:2024,Blazer EV,,Black,national,52595,,RS,All-wheel Drive,The Chevrolet Exchange,60044,5,Chevrolet,SUV,ev_crossover_midsize,3GNKDCRJ5RS134185,Chevrolet:Blazer EV:RS,Electric,New,Black,shopping
546,,2018,Jeep:Grand Cherokee:High Altitude:2018,Grand Cherokee,,Black,national,26980,,High Altitude,Four-wheel Drive,BMW of Schererville,46375,85283,Jeep,SUV,suv_midsize,1C4RJFCT9JC259843,Jeep:Grand Cherokee:High Altitude,Gasoline,Used,Velvet Red Pearlcoat,shopping
547,41825,2024,Hyundai:Tucson Hybrid:Limited:2024,Tucson Hybrid,,Gray,national,41705,,Limited,All-wheel Drive,Napleton Downtown Chevrolet Buick GMC,60616,10,Hyundai,SUV,hybrid_suv,KM8JECD10RU204003,Hyundai:Tucson Hybrid:Limited,Hybrid,New,Shimmering Silver,shopping
548,76560,2024,Cadillac:LYRIQ:Luxury:2024,LYRIQ,,Black,national,76560,,Luxury,All-wheel Drive,Rizza Cadillac Buick GMC,60487,3,Cadillac,SUV,ev_luxurysuv_suv,1GYKPSRL0RZ127444,Cadillac:LYRIQ:Luxury,Electric,New,Silver Metallic,shopping
549,0,2008,Pontiac:G8:GT:2008,G8,,Onyx,national,21950,,GT,Rear-wheel Drive,Revved Motors,60101,103623,Pontiac,Sedan,sedan_midsize,6G2EC57Y88L148341,Pontiac:G8:GT,Gasoline,Used,Liquid Red,shopping
550,27990,2024,Chevrolet:Trailblazer:LT:2024,Trailblazer,,Jet Black,national,26990,,LT,All-wheel Drive,Jennings Chevy / VW,60025,0,Chevrolet,SUV,suv_midsize,KL79MRSL0RB170168,Chevrolet:Trailblazer:LT,Gasoline,New,Mosaic Black Metallic,shopping
551,50195,2024,Chevrolet:Blazer EV:2LT:2024,Blazer EV,,Black,national,48195,,2LT,All-wheel Drive,The Chevrolet Exchange,60044,8,Chevrolet,SUV,ev_crossover_midsize,3GNKDBRJ9RS202479,Chevrolet:Blazer EV:2LT,Electric,New,Summit White,shopping
552,,2019,Jeep:Grand Cherokee:Limited:2019,Grand Cherokee,,Black,national,24991,,Limited,Four-wheel Drive,The Autobarn Volkswagen of Countryside,60525,60392,Jeep,SUV,suv_midsize,1C4RJFBG2KC854975,Jeep:Grand Cherokee:Limited,Gasoline,Used,Granite Crystal Clearcoat Metallic,shopping
553,0,2019,Mercedes-Benz:E-Class:E 450 4MATIC Sedan:2019,E-Class,,BLACK,national,27995,,E 450 4MATIC Sedan,All-wheel Drive,Conway Imports,60107,81652,Mercedes-Benz,Sedan,luxurypassenger_plus,WDDZF6JB2KA491277,Mercedes-Benz:E-Class:E 450 4MATIC Sedan,Gasoline,Used,SILVER,shopping
554,0,2021,Volkswagen:Jetta:1.4T R-Line:2021,Jetta,,Storm Gray/Black,national,17980,,1.4T R-Line,Front-wheel Drive,Capital Auto Finance,60455,49420,Volkswagen,Sedan,sedan_compact,3VWC57BU7MM050403,Volkswagen:Jetta:1.4T R-Line,Gasoline,Used,Deep Black Pearl,shopping
555,0,2017,Chevrolet:Trax:LS:2017,Trax,,Black Cloth,national,12896,,LS,All-wheel Drive,Windy City Motors,60639,116686,Chevrolet,SUV,crossover_compact,3GNCJNSB1HL196607,Chevrolet:Trax:LS,Gasoline,Used,Blue Topaz Metallic,shopping
556,,2020,Jeep:Grand Cherokee:Altitude:2020,Grand Cherokee,,Black,national,29189,,Altitude,Four-wheel Drive,BMW of Schererville,46375,38701,Jeep,SUV,suv_midsize,1C4RJFAG2LC341082,Jeep:Grand Cherokee:Altitude,Gasoline,Used,Diamond Black,shopping
557,63090,2024,RAM:ProMaster 2500:High Roof:2024,ProMaster 2500,,Gray,national,61828,,High Roof,Front-wheel Drive,Berman Chrysler Dodge Jeep Ram,60453,10,RAM,Cargo Van,van_fullsize,3C6LRVDG8RE119370,RAM:ProMaster 2500:High Roof,Gasoline,New,Granite,shopping
558,,2019,Jeep:Cherokee:Latitude Plus:2019,Cherokee,,Black,national,19500,,Latitude Plus,Four-wheel Drive,Wilkins Mazda,60126,66275,Jeep,SUV,crossover_compact,1C4PJMLX9KD146565,Jeep:Cherokee:Latitude Plus,Gasoline,Used,Bright White Clearcoat,shopping
559,0,2020,Ford:Edge:SE:2020,Edge,,Ebony,national,16318,,SE,Front-wheel Drive,Zeigler Chevrolet,60173,76354,Ford,SUV,crossover_midsize,2FMPK3G92LBA36124,Ford:Edge:SE,Gasoline,Used,Magnetic Metallic,shopping
560,58580,2024,Ford:F-350:XL:2024,F-350,,Medium Dark Slate,national,58580,,XL,Four-wheel Drive,Golf Mill Ford,60714,5,Ford,Pickup Truck,truck_fullsize,1FTRF3BA3REC57361,Ford:F-350:XL,E85 Flex Fuel,New,Oxford White,shopping
561,51695,2024,Chevrolet:Blazer EV:2LT:2024,Blazer EV,,Black,national,44195,,2LT,All-wheel Drive,Advantage Chevrolet,60525,10,Chevrolet,SUV,ev_crossover_midsize,3GNKDBRJ6RS194891,Chevrolet:Blazer EV:2LT,Electric,New,Galaxy Gray Metallic,shopping
562,,2020,Chevrolet:Silverado 1500:LT:2020,Silverado 1500,,Black,national,29950,,LT,Four-wheel Drive,Rizza Cadillac Buick GMC,60487,67888,Chevrolet,Pickup Truck,truck_fullsize,1GCRYDED0LZ338145,Chevrolet:Silverado 1500:LT,Gasoline,Used,Black,shopping
563,,2022,Chevrolet:Silverado 1500 Limited:LT:2022,Silverado 1500 Limited,,Black,national,37000,,LT,Four-wheel Drive,Al Piemonte Nissan,60160,26898,Chevrolet,Pickup Truck,truck_fullsize,3GCPYJEK3NG154664,Chevrolet:Silverado 1500 Limited:LT,Gasoline,Used,Silver Ice Metallic,shopping
564,,2011,Toyota:Prius:II:2011,Prius,,Gray,national,9485,,II,Front-wheel Drive,Xchange Motors,60101,131049,Toyota,Hatchback,hybrid_passenger,JTDKN3DU7B0284691,Toyota:Prius:II,Hybrid,Used,Silver,shopping
565,26755,2024,Buick:Envista:Sport Touring FWD:2024,Envista,,Ebony w/Santorini Blue Stitching,national,26755,,Sport Touring FWD,Front-wheel Drive,Napleton Downtown Chevrolet Buick GMC,60616,1,Buick,SUV,suv_midsize,KL47LBE22RB144298,Buick:Envista:Sport Touring FWD,Gasoline,New,Summit White,shopping
566,,2021,Nissan:Altima:2.5 SR:2021,Altima,,Sport,national,19300,,2.5 SR,Front-wheel Drive,Napleton&#39;s River Oaks Chrysler Jeep Dodge RAM,60438,61718,Nissan,Sedan,sedan_midsize,1N4BL4CV7MN304374,Nissan:Altima:2.5 SR,Gasoline,Used,Deep Blue Pearl,shopping
567,50195,2024,Chevrolet:Blazer EV:2LT:2024,Blazer EV,,Black,national,50195,,2LT,All-wheel Drive,Currie Motors Chevrolet,60130,4,Chevrolet,SUV,ev_crossover_midsize,3GNKDBRJ4RS225264,Chevrolet:Blazer EV:2LT,Electric,New,Black,shopping
568,,2021,Chevrolet:Trailblazer:LS:2021,Trailblazer,,Black,national,20407,,LS,Front-wheel Drive,Zeigler Chrysler Dodge Jeep Ram of Downers Grove,60515,23255,Chevrolet,SUV,suv_midsize,KL79MMS23MB101851,Chevrolet:Trailblazer:LS,Gasoline,Used,Summit White,shopping
569,70865,2024,Ford:F-350:XL:2024,F-350,,,national,70865,,XL,Four-wheel Drive,Golf Mill Ford,60714,3,Ford,Pickup Truck,truck_fullsize,1FT8W3DT4RED37228,Ford:F-350:XL,Diesel,New,Carbonized Gray Metallic,shopping
570,0,2019,Honda:Odyssey:EX:2019,Odyssey,,,national,23995,,EX,Front-wheel Drive,INFINITI of Naperville,60540,82539,Honda,Passenger Van,van_mini,5FNRL6H54KB069067,Honda:Odyssey:EX,Gasoline,Used,,shopping
571,52810,2024,Jeep:Grand Cherokee:Limited:2024,Grand Cherokee,,Global Black,national,46670,,Limited,Four-wheel Drive,Thomas Dodge Chrysler Jeep RAM of Highland,46322,9,Jeep,SUV,suv_midsize,1C4RJHBG1RC178508,Jeep:Grand Cherokee:Limited,Gasoline,New,Silver Zynith,shopping
572,25170,2020,Chevrolet:Malibu:RS:2020,Malibu,,Jet Black,national,17595,,RS,Front-wheel Drive,Auto&#39;s of Chicago,60515,51934,Chevrolet,Sedan,sedan_midsize,1G1ZG5ST2LF135059,Chevrolet:Malibu:RS,Gasoline,Used,Cajun Red Tintcoat,shopping
573,,2023,Cadillac:XT6:Sport AWD:2023,XT6,,Jet Black,national,51675,,Sport AWD,All-wheel Drive,Arnie Bauer Cadillac,60443,10662,Cadillac,SUV,luxurysuv_crossover,1GYKPHRS0PZ168647,Cadillac:XT6:Sport AWD,Gasoline,Used,Silver Metallic,shopping
574,,1981,Delorean:DMC-12::1981,DMC-12,,Black,national,100989,,,,Ogden Lincoln Of Westmont,60559,495,Delorean,Coupe,,SCEDT26T9BD002935,Delorean:DMC-12:,Gasoline,Used,Stainless Steel,shopping
575,54595,2024,Chevrolet:Blazer EV:RS:2024,Blazer EV,,Black,national,47095,,RS,All-wheel Drive,Advantage Chevrolet,60525,10,Chevrolet,SUV,ev_crossover_midsize,3GNKDCRJ9RS190940,Chevrolet:Blazer EV:RS,Electric,New,Rip Tide Blue,shopping
576,53840,2023,Dodge:Challenger:R/T Scat Pack:2023,Challenger,,Black,national,49970,,R/T Scat Pack,Rear-wheel Drive,Napleton&#39;s Arlington Heights Chrysler Dodge Jeep RAM,60004,10,Dodge,Coupe,coupeconvertible_coupe,2C3CDZFJ8PH678088,Dodge:Challenger:R/T Scat Pack,Gasoline,New,Granite Crystal Metallic Clearcoat,shopping
577,0,2016,GMC:Sierra 3500:Denali:2016,Sierra 3500,,Jet Black,national,77595,,Denali,Four-wheel Drive,Zeigler Chrysler Dodge Jeep Ram of Schaumburg,60195,71170,GMC,Pickup Truck,truck_fullsize,1GT42YE83GF148434,GMC:Sierra 3500:Denali,Diesel,Used,Onyx Black,shopping
578,,2022,Chevrolet:Silverado 1500 Limited:LT:2022,Silverado 1500 Limited,,Black,national,33977,,LT,Four-wheel Drive,Castle Chevrolet North,60007,58821,Chevrolet,Pickup Truck,truck_fullsize,3GCUYDED3NG124084,Chevrolet:Silverado 1500 Limited:LT,Gasoline,Used,Silver Ice Metallic,shopping
579,0,2018,Land Rover:Discovery:SE:2018,Discovery,,Acorn/Ebony/Acorn,national,24984,,SE,Four-wheel Drive,Star Motor Sales,60515,52602,Land Rover,SUV,luxurysuv_suv,SALRG2RV9JA068251,Land Rover:Discovery:SE,Gasoline,Used,Fuji White,shopping
580,0,2023,Chevrolet:Malibu:FWD 1LT:2023,Malibu,,Jet Black,national,20495,,FWD 1LT,Front-wheel Drive,INFINITI of Naperville,60540,16859,Chevrolet,Sedan,sedan_midsize,1G1ZD5ST2PF138459,Chevrolet:Malibu:FWD 1LT,Gasoline,Used,Mineral Gray Metallic,shopping
581,88690,2024,Ford:F-350:Lariat Super Duty:2024,F-350,,Black Onyx,national,88690,,Lariat Super Duty,Four-wheel Drive,Arlington Heights Ford,60004,10,Ford,Pickup Truck,truck_fullsize,1FT8W3BT1REC90601,Ford:F-350:Lariat Super Duty,Diesel,New,Agate Black Metallic,shopping
582,60940,2024,RAM:ProMaster 2500:High Roof:2024,ProMaster 2500,,Black,national,60940,,High Roof,Front-wheel Drive,Fields Chrysler Jeep Dodge RAM,60026,0,RAM,Cargo Van,van_fullsize,3C6LRVDG5RE124476,RAM:ProMaster 2500:High Roof,Gasoline,New,Bright White,shopping
583,0,2019,Dodge:Grand Caravan:GT:2019,Grand Caravan,,Black,national,13950,,GT,Front-wheel Drive,Capital Auto Finance,60455,113045,Dodge,Passenger Van,van_mini,2C4RDGEG8KR787296,Dodge:Grand Caravan:GT,Gasoline,Used,Burgundy,shopping
584,,2021,Porsche:718 Spyder:Base:2021,718 Spyder,,Black,national,129999,,Base,Rear-wheel Drive,Porsche Lincolnwood,60712,7664,Porsche,Convertible,coupeconvertible_convertible,WP0CC2A85MS240238,Porsche:718 Spyder:Base,Gasoline,Used,Red,shopping
585,,2023,Buick:Encore GX:Select:2023,Encore GX,,Ebony,national,25992,,Select,Front-wheel Drive,Phillips Chevrolet of Lansing,60438,5514,Buick,SUV,luxurysuv_crossover,KL4MMDSL9PB003816,Buick:Encore GX:Select,Gasoline,Used,White Frost Tri-Coat,shopping
586,,2019,Audi:Q8:3.0T Premium:2019,Q8,,Black,national,47998,,3.0T Premium,All-wheel Drive,Import Exchange Inc.,60448,57588,Audi,SUV,luxurysuv_crossover,WA1FVAF19KD038995,Audi:Q8:3.0T Premium,Gasoline,Used,Orca Black Metallic,shopping
587,52190,2024,Chevrolet:Blazer EV:2LT:2024,Blazer EV,,Black,national,44690,,2LT,All-wheel Drive,Apple Chevrolet,60487,15,Chevrolet,SUV,ev_crossover_midsize,3GNKDBRJ0RS177875,Chevrolet:Blazer EV:2LT,Electric,New,Radiant Red,shopping
588,54440,2023,Dodge:Challenger:R/T:2023,Challenger,,Black,national,41750,,R/T,Rear-wheel Drive,Napleton&#39;s Arlington Heights Chrysler Dodge Jeep RAM,60004,16,Dodge,Coupe,coupeconvertible_coupe,2C3CDZBT3PH596860,Dodge:Challenger:R/T,Gasoline,New,Sublime Metallic Clearcoat,shopping
589,,2021,Chevrolet:Malibu:LT:2021,Malibu,,Jet Black,national,17584,,LT,Front-wheel Drive,Advantage Chevrolet of Bolingbrook,60440,74665,Chevrolet,Sedan,sedan_midsize,1G1ZD5ST3MF012185,Chevrolet:Malibu:LT,Gasoline,Used,Mosaic Black Metallic,shopping
590,0,2016,Kia:Optima:EX:2016,Optima,,Black,national,10995,,EX,Front-wheel Drive,Schererville Auto Sales,46375,97180,Kia,Sedan,sedan_midsize,5XXGU4L3ZGG040007,Kia:Optima:EX,Gasoline,Used,Gray,shopping
591,57495,2024,RAM:ProMaster 2500:High Roof:2024,ProMaster 2500,,Black,national,55270,,High Roof,Front-wheel Drive,DuPage CDJR,60139,5,RAM,Cargo Van,van_fullsize,3C6LRVDG7RE116511,RAM:ProMaster 2500:High Roof,Gasoline,New,Bright Silver Clearcoat Metallic,shopping
592,,2019,Volkswagen:Atlas:3.6 V6 SEL R-Line:2019,Atlas,,Titan Black,national,24997,,3.6 V6 SEL R-Line,All-wheel Drive,Jaguar Land Rover Hinsdale,60521,78471,Volkswagen,SUV,crossover_midsize,1V2RR2CA2KC521864,Volkswagen:Atlas:3.6 V6 SEL R-Line,Gasoline,Used,Tourmaline Blue Metallic,shopping
593,54490,2024,RAM:ProMaster 2500:High Roof:2024,ProMaster 2500,,Black,national,52355,,High Roof,Front-wheel Drive,DuPage CDJR,60139,6,RAM,Cargo Van,van_fullsize,3C6LRVDG8RE114105,RAM:ProMaster 2500:High Roof,Gasoline,New,Bright White Clearcoat,shopping
594,,2016,GMC:Sierra 2500:Denali:2016,Sierra 2500,,Tan,national,36900,,Denali,Four-wheel Drive,B &amp; M Auto Sales,60448,152110,GMC,Pickup Truck,truck_fullsize,1GT12UE89GF114462,GMC:Sierra 2500:Denali,Diesel,Used,Black,shopping
595,0,2020,Ford:Explorer:Limited:2020,Explorer,,EBONY LTHR SEAT SURFACES,national,28250,,Limited,Four-wheel Drive,Roesch Ford,60106,57882,Ford,SUV,suv_midsize,1FMSK8FH6LGA68504,Ford:Explorer:Limited,Gasoline,Used,MAGNETIC METALLIC,shopping
596,0,2020,Chevrolet:Malibu:FWD LT:2020,Malibu,,Jet Black,national,15395,,FWD LT,Front-wheel Drive,INFINITI of Naperville,60540,71628,Chevrolet,Sedan,sedan_midsize,1G1ZD5ST5LF002045,Chevrolet:Malibu:FWD LT,Gasoline,Used,Summit White,shopping
597,48965,2024,Nissan:Frontier:PRO-4X:2024,Frontier,,Steel,national,46019,,PRO-4X,Four-wheel Drive,Berman Nissan of Chicago,60618,2,Nissan,Pickup Truck,truck_compact,1N6ED1EK8RN635586,Nissan:Frontier:PRO-4X,Gasoline,New,Gun Metallic,shopping
598,0,2021,Audi:Q8:55 Premium Plus:2021,Q8,,Arras Red,national,68499,,55 Premium Plus,All-wheel Drive,Audi Morton Grove,60053,33973,Audi,SUV,luxurysuv_crossover,WA1AWBF10MD010082,Audi:Q8:55 Premium Plus,Gasoline,Used,Night Black,shopping
599,,2021,Buick:Encore GX:Select:2021,Encore GX,,Ebony,national,20291,,Select,Front-wheel Drive,Motorcars Express,60803,33246,Buick,SUV,luxurysuv_crossover,KL4MMDS20MB050378,Buick:Encore GX:Select,Gasoline,Used,Satin Steel Metallic,shopping
600,26991,2022,Chevrolet:Equinox:RS:2022,Equinox,,Jet Black,national,26991,,RS,Front-wheel Drive,Chevrolet of Homewood,60430,22174,Chevrolet,SUV,crossover_midsize,3GNAXMEVXNS195141,Chevrolet:Equinox:RS,Gasoline,Used,Iridescent Pearl Tricoat,shopping
601,53420,2024,Jeep:Grand Cherokee:Limited:2024,Grand Cherokee,,Global Black,national,47783,,Limited,Four-wheel Drive,Thomas Dodge Chrysler Jeep RAM of Highland,46322,11,Jeep,SUV,suv_midsize,1C4RJHBG4R8558820,Jeep:Grand Cherokee:Limited,Gasoline,New,Bright White Clearcoat,shopping
602,90640,2024,GMC:Yukon:Denali:2024,Yukon,,Jet Black,national,90640,,Denali,Four-wheel Drive,Napleton Downtown Chevrolet Buick GMC,60616,3,GMC,SUV,suv_fullsize,1GKS2DKL8RR218749,GMC:Yukon:Denali,Gasoline,New,Onyx Black,shopping
603,42320,2024,Nissan:Frontier:SV:2024,Frontier,,Charcoal,national,40110,,SV,Four-wheel Drive,Berman Nissan of Chicago,60618,173,Nissan,Pickup Truck,truck_compact,1N6ED1EK8RN615371,Nissan:Frontier:SV,Gasoline,New,Gun Metallic,shopping
604,31115,2024,Chevrolet:Equinox:1LT:2024,Equinox,,Jet Black,national,25881,,1LT,Front-wheel Drive,Castle Chevrolet North,60007,7,Chevrolet,SUV,crossover_midsize,3GNAXKEG5RL113158,Chevrolet:Equinox:1LT,Gasoline,New,Mosaic Black Metallic,shopping
605,,2022,Nissan:Altima:2.5 SV:2022,Altima,,Charcoal,national,19500,,2.5 SV,Front-wheel Drive,Napleton&#39;s River Oaks Chrysler Jeep Dodge RAM,60438,61125,Nissan,Sedan,sedan_midsize,1N4BL4DV2NN307313,Nissan:Altima:2.5 SV,Gasoline,Used,Brilliant Silver Metallic,shopping
606,,2018,Jeep:Cherokee:Latitude:2018,Cherokee,,Black,national,18291,,Latitude,Front-wheel Drive,The Autobarn Volkswagen of Countryside,60525,50297,Jeep,SUV,crossover_compact,1C4PJLCB6JD544233,Jeep:Cherokee:Latitude,Gasoline,Used,Granite Crystal Clearcoat Metallic,shopping
607,37335,2024,Hyundai:Tucson Hybrid:SEL Convenience:2024,Tucson Hybrid,,,national,37335,,SEL Convenience,All-wheel Drive,Ettleson Hyundai,60525,0,Hyundai,SUV,hybrid_suv,KM8JCCD13RU184822,Hyundai:Tucson Hybrid:SEL Convenience,Hybrid,New,Blue,shopping
608,,2022,Ford:Bronco Sport:Outer Banks:2022,Bronco Sport,,Ebony,national,28999,,Outer Banks,Four-wheel Drive,Mercedes-Benz of Hoffman Estates,60169,34599,Ford,SUV,crossover_compact,3FMCR9C63NRD27499,Ford:Bronco Sport:Outer Banks,Gasoline,Used,Cactus Green / Gray,shopping
609,26665,2024,Chevrolet:Malibu:1LS:2024,Malibu,,Jet Black,national,23496,,1LS,Front-wheel Drive,Bill Kay Chevrolet,60532,2,Chevrolet,Sedan,sedan_midsize,1G1ZB5ST2RF156159,Chevrolet:Malibu:1LS,Gasoline,New,Mosaic Black Metallic,shopping
610,,2023,Chevrolet:Malibu:1LS:2023,Malibu,,Black,national,24998,,1LS,Front-wheel Drive,CarMax Tinley Park - Offering Express Pickup and Home Delivery,60477,4260,Chevrolet,Sedan,sedan_midsize,1G1ZB5ST7PF194435,Chevrolet:Malibu:1LS,Gasoline,Used,Silver,shopping
611,0,2022,Ford:Edge:SE:2022,Edge,,Ebony,national,24844,,SE,All-wheel Drive,Zeigler Ford of North Riverside,60546,18579,Ford,SUV,crossover_midsize,2FMPK4G95NBA27412,Ford:Edge:SE,Gasoline,Used,Iconic Silver Metallic,shopping
612,53300,2024,Alfa Romeo:Tonale:Ti:2024,Tonale,,Tan / Black,national,45800,,Ti,All-wheel Drive,Glenview Luxury Imports,60025,41,Alfa Romeo,SUV,hybrid_suv,ZASPATCW8R3033275,Alfa Romeo:Tonale:Ti,Hybrid,New,Misano Blue Metallic,shopping
613,0,2023,FIAT:500X:Pop:2023,500X,,Black,national,26900,,Pop,All-wheel Drive,Bettenhausen Fiat,60462,2020,FIAT,SUV,crossover_compact,ZFBNF3B10PPA16539,FIAT:500X:Pop,Gasoline,Used,,shopping
614,,2022,INFINITI:QX55:ESSENTIAL:2022,QX55,,Graphite,national,37991,,ESSENTIAL,All-wheel Drive,Mercedes-Benz of Orland Park,60462,9109,INFINITI,SUV,luxurysuv_crossover,3PCAJ5K3XNF115171,INFINITI:QX55:ESSENTIAL,Gasoline,Used,Mineral Black,shopping
615,0,2007,Honda:S2000:Base:2007,S2000,,Black,national,28995,,Base,Rear-wheel Drive,London Motors Chicago,60004,64231,Honda,Convertible,coupeconvertible_convertible,JHMAP21417S000289,Honda:S2000:Base,Gasoline,Used,Gray,shopping
616,57670,2024,Chevrolet:Blazer EV:RS:2024,Blazer EV,,Black,national,55670,,RS,Rear-wheel Drive,The Chevrolet Exchange,60044,5,Chevrolet,SUV,ev_crossover_midsize,3GNKDHRK1RS215495,Chevrolet:Blazer EV:RS,,New,Black,shopping
617,,2018,Ford:C-Max Hybrid:SE:2018,C-Max Hybrid,,Charcoal Black,national,13698,,SE,Front-wheel Drive,Phillips Chevrolet of Lansing,60438,60504,Ford,Hatchback,hybrid_passenger,1FADP5AU0JL105378,Ford:C-Max Hybrid:SE,Hybrid,Used,Shadow Black,shopping
618,64995,2024,Ford:F-350:XL:2024,F-350,,Medium Dark Slate,national,64995,,XL,Four-wheel Drive,Golf Mill Ford,60714,3,Ford,Pickup Truck,truck_fullsize,1FT8W3BA6REC34023,Ford:F-350:XL,E85 Flex Fuel,New,Oxford White,shopping
619,38825,2024,Hyundai:Tucson Hybrid:N Line:2024,Tucson Hybrid,,,national,38825,,N Line,AWD,Ettleson Hyundai,60525,0,Hyundai,SUV,hybrid_suv,KM8JFCD14RU179457,Hyundai:Tucson Hybrid:N Line,Hybrid,New,Titanium Gray,shopping
620,0,2021,Chevrolet:Silverado 1500:LT Trail Boss:2021,Silverado 1500,,Jet Black,national,38043,,LT Trail Boss,Four-wheel Drive,Zeigler Buick GMC of Lincolnwood,60712,83735,Chevrolet,Pickup Truck,truck_fullsize,1GCPYFED6MZ124426,Chevrolet:Silverado 1500:LT Trail Boss,Gasoline,Used,Northsky Blue Metallic,shopping
621,56665,2023,Dodge:Challenger:R/T:2023,Challenger,,Black,national,44397,,R/T,Rear-wheel Drive,Napleton&#39;s Arlington Heights Chrysler Dodge Jeep RAM,60004,10,Dodge,Coupe,coupeconvertible_coupe,2C3CDZBT4PH658279,Dodge:Challenger:R/T,Gasoline,New,Plum Crazy Pearlcoat,shopping
622,0,2020,Chevrolet:Malibu:FWD LT:2020,Malibu,,,national,15647,,FWD LT,Front-wheel Drive,Wheels Chitown,60171,69258,Chevrolet,Sedan,sedan_midsize,1G1ZD5ST7LF089964,Chevrolet:Malibu:FWD LT,Gasoline,Used,Mosaic Black Metallic,shopping
623,57610,2024,RAM:ProMaster 2500:High Roof:2024,ProMaster 2500,,Gray,national,56458,,High Roof,Front-wheel Drive,Berman Chrysler Dodge Jeep Ram,60453,,RAM,Cargo Van,van_fullsize,3C6LRVDG6RE130092,RAM:ProMaster 2500:High Roof,Gasoline,New,,shopping
624,,2014,FIAT:500L:Trekking:2014,500L,,Gray,national,12998,,Trekking,Front-wheel Drive,CarMax Schaumburg - Offering Express Pickup and Home Delivery,60173,91108,FIAT,Hatchback,wagonhatchback_hatchback,ZFBCFADH9EZ014034,FIAT:500L:Trekking,Gasoline,Used,Green,shopping
625,31805,2024,Buick:Encore GX:Sport Touring:2024,Encore GX,,Ebony,national,30384,,Sport Touring,All-wheel Drive,Rizza Cadillac Buick GMC,60487,3,Buick,SUV,luxurysuv_crossover,KL4AMESLXRB093568,Buick:Encore GX:Sport Touring,Gasoline,New,Cinnabar Metallic,shopping
626,0,2019,Ford:Edge:Titanium:2019,Edge,,,national,20825,,Titanium,Front-wheel Drive,Zeigler Ford of North Riverside,60546,75200,Ford,SUV,crossover_midsize,2FMPK3K97KBC22361,Ford:Edge:Titanium,Gasoline,Used,Agate Black Metallic,shopping
627,,2019,Ford:Transit Connect:XL:2019,Transit Connect,,Ebony,national,25878,,XL,Front-wheel Drive,INFINITI of Hoffman Estates,60169,46136,Ford,Cargo Van,van_fullsize,NM0LS6E29K1402615,Ford:Transit Connect:XL,Gasoline,Used,Frozen White,shopping
628,25680,2024,Chevrolet:Trailblazer:LS:2024,Trailblazer,,Jet Black,national,24680,,LS,Front-wheel Drive,Jennings Chevy / VW,60025,0,Chevrolet,SUV,suv_midsize,KL79MMSLXRB170861,Chevrolet:Trailblazer:LS,Gasoline,New,Summit White,shopping
629,32005,2024,Nissan:Rogue:S:2024,Rogue,,Charcoal,national,32005,,S,All-wheel Drive,Countryside Nissan,60525,5,Nissan,SUV,crossover_compact,5N1BT3AB5RC687081,Nissan:Rogue:S,Gasoline,New,Brilliant Silver Metallic,shopping
630,54595,2024,Chevrolet:Blazer EV:RS:2024,Blazer EV,,Black,national,47095,,RS,All-wheel Drive,Webb Chevy,60453,8,Chevrolet,SUV,ev_crossover_midsize,3GNKDCRJ5RS215378,Chevrolet:Blazer EV:RS,Electric,New,Sterling Gray Metallic,shopping
631,67432,2020,Land Rover:Discovery:HSE:2020,Discovery,,Ebony / Ebony,national,42195,,HSE,Four-wheel Drive,Auto&#39;s of Chicago,60515,33025,Land Rover,SUV,luxurysuv_suv,SALRR2RV5L2421270,Land Rover:Discovery:HSE,Gasoline,Used,Fuji White,shopping
632,0,2015,RAM:ProMaster 2500:High Roof:2015,ProMaster 2500,,Gray,national,19949,,High Roof,Front-wheel Drive,Midway Dodge,60632,162752,RAM,Cargo Van,van_fullsize,3C6TRVDG2FE513393,RAM:ProMaster 2500:High Roof,Gasoline,Used,Bright White Clearcoat,shopping
633,10750,2016,Dodge:Grand Caravan:AVP/SE:2016,Grand Caravan,,Black,national,10750,,AVP/SE,Front-wheel Drive,Golf Mill Ford,60714,111480,Dodge,Passenger Van,van_mini,2C4RDGBG8GR285156,Dodge:Grand Caravan:AVP/SE,E85 Flex Fuel,Used,Granite Crystal Clearcoat Metallic,shopping
634,,2019,Nissan:Altima:2.5 SV:2019,Altima,,Charcoal,national,17000,,2.5 SV,Front-wheel Drive,Thomas Kia of Highland,46322,75829,Nissan,Sedan,sedan_midsize,1N4BL4DV8KC158610,Nissan:Altima:2.5 SV,Gasoline,Used,Black,shopping
